apyg,candidate,candidateUrl,totalBefore,totalAfter,posAfter,posBefore
Baltijos,Evaldas JURKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67336/Kandidato67336Anketa.html,2089,2089,3,3
Baltijos,Tamara LOCHANKINA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68440/Kandidato68440Anketa.html,1667,1667,4,4
Baltijos,Irena ŠIAULIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66823/Kandidato66823Anketa.html,1645,1645,5,5
Baltijos,Natalja ISTOMINA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66488/Kandidato66488Anketa.html,1562,1562,6,6
Baltijos,Šarūnas NAVICKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67531/Kandidato67531Anketa.html,1261,1261,7,7
Baltijos,Andrius BURBA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69736/Kandidato69736Anketa.html,975,975,8,8
Baltijos,Algimantas JARUKAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68768/Kandidato68768Anketa.html,289,289,9,9
Baltijos,Artūras ŽIGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67460/Kandidato67460Anketa.html,240,240,10,10
Baltijos,Audronė BARAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68883/Kandidato68883Anketa.html,221,221,11,11
Baltijos,Edgaras VALECKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68194/Kandidato68194Anketa.html,93,93,12,12
Baltijos,Rita KARPENKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67664/Kandidato67664Anketa.html,55,55,13,13
Marių,Eligijus MASIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67066/Kandidato67066Anketa.html,4309,4309,1,1
Marių,Birutė BOREIKINA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67975/Kandidato67975Anketa.html,2020,2020,2,2
Marių,Aleksandr MICHAILOV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68449/Kandidato68449Anketa.html,1464,1464,3,3
Marių,Lilija PETRAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66840/Kandidato66840Anketa.html,1437,1437,4,4
Marių,Artūras RAZBADAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66467/Kandidato66467Anketa.html,1319,1319,5,5
Marių,Nerijus ČAPAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67356/Kandidato67356Anketa.html,1079,1079,6,6
Marių,Egidijus RUMŠA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66728/Kandidato66728Anketa.html,951,951,7,7
Marių,Gediminas POCIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67536/Kandidato67536Anketa.html,741,741,8,8
Marių,Ligita GIRSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67543/Kandidato67543Anketa.html,728,728,9,9
Marių,Vidmantas PLEČKAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69766/Kandidato69766Anketa.html,337,337,10,10
Marių,Gintautas MIELEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68770/Kandidato68770Anketa.html,163,163,11,11
Marių,Aivaras GEČAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69926/Kandidato69926Anketa.html,102,102,12,12
Marių,Marius STANKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68156/Kandidato68156Anketa.html,83,83,13,13
Marių,Algimantas ŠVANYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68320/Kandidato68320Anketa.html,81,81,14,14
Pajūrio,Pranas ŽEIMYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67331/Kandidato67331Anketa.html,3136,3136,1,1
Pajūrio,Genoveita KRASAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67943/Kandidato67943Anketa.html,2758,2758,2,2
Pajūrio,Alina VELYKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67086/Kandidato67086Anketa.html,2173,2173,3,3
Pajūrio,Danas PALUCKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66879/Kandidato66879Anketa.html,2042,2042,4,4
Pajūrio,Tomas VILUCKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66742/Kandidato66742Anketa.html,1971,1971,5,5
Pajūrio,Raimundas PALAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69725/Kandidato69725Anketa.html,1635,1635,6,6
Pajūrio,Pranas NORVILAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66510/Kandidato66510Anketa.html,1417,1417,7,7
Pajūrio,Julija PLIUTIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68478/Kandidato68478Anketa.html,779,779,8,8
Pajūrio,Nerijus STASIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68033/Kandidato68033Anketa.html,741,741,9,9
Pajūrio,Ernestas LUČAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68673/Kandidato68673Anketa.html,406,406,10,10
Pajūrio,Ala GUSEVA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67752/Kandidato67752Anketa.html,297,297,11,11
Pajūrio,Aras KAIKARIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68172/Kandidato68172Anketa.html,155,155,12,12
Pajūrio,Vilma KVIETKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69923/Kandidato69923Anketa.html,117,117,13,13
Pajūrio,Daina LINGIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67706/Kandidato67706Anketa.html,59,59,14,14
Aušros,Edvardas ŽAKARIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66829/Kandidato66829Anketa.html,7177,7177,1,1
Aušros,Mindaugas KIESAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67957/Kandidato67957Anketa.html,1868,1868,2,2
Aušros,Egidijus VAREIKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67313/Kandidato67313Anketa.html,1815,1815,3,3
Aušros,Paulius VINKLERIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66700/Kandidato66700Anketa.html,1317,1317,4,4
Aušros,Darius KRIŠTAPONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67141/Kandidato67141Anketa.html,817,817,5,5
Aušros,Vincas LAURUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69756/Kandidato69756Anketa.html,688,688,6,6
Aušros,Tomas JAKAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66532/Kandidato66532Anketa.html,643,643,7,7
Aušros,Vaida KAVALIAUSKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68678/Kandidato68678Anketa.html,590,590,8,8
Aušros,Edvardas KUVIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68375/Kandidato68375Anketa.html,341,341,9,9
Aušros,Fausta SMOLENSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68881/Kandidato68881Anketa.html,140,140,10,10
Aušros,Kęstutis VAIŠVILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68207/Kandidato68207Anketa.html,122,122,11,11
Aušros,Alma BAGDONAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68451/Kandidato68451Anketa.html,68,68,12,12
Aušros,Tadas VALKIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67672/Kandidato67672Anketa.html,54,54,13,13
Saulės,Arvydas MOCKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66916/Kandidato66916Anketa.html,2743,2509,1,1
Saulės,Danguolė MARTINKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67923/Kandidato67923Anketa.html,2504,2252,2,2
Saulės,Daiva MATONIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66477/Kandidato66477Anketa.html,1869,1707,3,3
Saulės,Tomas PETREIKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67377/Kandidato67377Anketa.html,1607,1449,4,4
Saulės,Irena VASINAUSKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66697/Kandidato66697Anketa.html,1426,1295,5,5
Saulės,Andrius ŠEDŽIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67545/Kandidato67545Anketa.html,1298,1200,6,6
Saulės,Evaldas LEMENTAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67547/Kandidato67547Anketa.html,1143,1072,7,7
Saulės,Laimontas DINIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67110/Kandidato67110Anketa.html,565,478,9,8
Saulės,Valdas VAITIŠKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68753/Kandidato68753Anketa.html,555,519,8,9
Saulės,Arvydas AKSTINAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68358/Kandidato68358Anketa.html,474,414,11,10
Saulės,Mindaugas STAKVILEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69095/Kandidato69095Anketa.html,459,417,10,11
Saulės,Deividas STAPONKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69778/Kandidato69778Anketa.html,252,223,12,12
Saulės,Arkadijus KISELIOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69928/Kandidato69928Anketa.html,211,193,13,13
Saulės,Edmundas BERNOTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68204/Kandidato68204Anketa.html,152,136,14,14
Saulės,Audrius ONAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68460/Kandidato68460Anketa.html,60,55,15,15
Saulės,Artūras POVILAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67649/Kandidato67649Anketa.html,48,48,16,16
Dainų,Valerijus SIMULIK,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66848/Kandidato66848Anketa.html,5762,5110,1,1
Dainų,Valentinas MAZURONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66454/Kandidato66454Anketa.html,2462,2181,2,2
Dainų,Marijus VELIČKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67960/Kandidato67960Anketa.html,1851,1667,3,3
Dainų,Aurimas RADKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66695/Kandidato66695Anketa.html,1530,1335,4,4
Dainų,Gintautas LUKOŠAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67380/Kandidato67380Anketa.html,1514,1315,5,5
Dainų,Viktorija ČMILYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67074/Kandidato67074Anketa.html,1253,1129,6,6
Dainų,Vytautas SLABYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68764/Kandidato68764Anketa.html,607,544,7,7
Dainų,Violeta LINKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68359/Kandidato68359Anketa.html,332,296,8,8
Dainų,Kęstutis NAVICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69783/Kandidato69783Anketa.html,271,237,9,9
Dainų,Genovaitė Miglė ANDRULIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68871/Kandidato68871Anketa.html,164,140,11,10
Dainų,Vidmantas ŠIMKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68155/Kandidato68155Anketa.html,155,143,10,11
Dainų,Dalia RAMOŠKAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69937/Kandidato69937Anketa.html,117,104,12,12
Dainų,Vladimir VLASOV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68445/Kandidato68445Anketa.html,70,58,13,13
Dainų,Aidas GRICIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67662/Kandidato67662Anketa.html,48,46,14,14
Nevėžio,Julius DAUTARTAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67317/Kandidato67317Anketa.html,3528,3528,1,1
Nevėžio,Petras NARKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67916/Kandidato67916Anketa.html,3361,3361,2,2
Nevėžio,Gema UMBRASIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68659/Kandidato68659Anketa.html,2471,2471,3,3
Nevėžio,Janina GAIDŽIŪNAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66898/Kandidato66898Anketa.html,2412,2412,4,4
Nevėžio,Vaidas REPEČKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66707/Kandidato66707Anketa.html,2242,2242,5,5
Nevėžio,Kristina VAREIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66491/Kandidato66491Anketa.html,1004,1004,6,6
Nevėžio,Raimundas POVILONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67096/Kandidato67096Anketa.html,1003,1003,7,7
Nevėžio,Darius GRIGALIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68861/Kandidato68861Anketa.html,410,410,8,8
Nevėžio,Laimutis VASILEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68311/Kandidato68311Anketa.html,407,407,9,9
Nevėžio,Vytautas ČEREŠKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68340/Kandidato68340Anketa.html,325,325,10,10
Nevėžio,Antanas PAULIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67484/Kandidato67484Anketa.html,311,311,11,11
Nevėžio,Vincas BABILIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69740/Kandidato69740Anketa.html,252,252,12,12
Nevėžio,Rimantas NARKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67651/Kandidato67651Anketa.html,211,211,13,13
Nevėžio,Diana ASTRAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69959/Kandidato69959Anketa.html,145,145,14,14
Nevėžio,Gintaras SODEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68164/Kandidato68164Anketa.html,143,143,15,15
Vakarinė,Povilas URBŠYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67552/Kandidato67552Anketa.html,6411,6411,1,1
Vakarinė,Alfonsas PETRAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67959/Kandidato67959Anketa.html,2510,2510,2,2
Vakarinė,Povilas VADOPOLAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66894/Kandidato66894Anketa.html,2323,2323,3,3
Vakarinė,Vitalijus SATKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67555/Kandidato67555Anketa.html,1690,1690,4,4
Vakarinė,Gintaras ŠILEIKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67088/Kandidato67088Anketa.html,1382,1382,5,5
Vakarinė,Artūras RATKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66709/Kandidato66709Anketa.html,1236,1236,6,6
Vakarinė,Vitas MATUZAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67323/Kandidato67323Anketa.html,1046,1046,7,7
Vakarinė,Sigitas ČINGA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66485/Kandidato66485Anketa.html,733,733,8,8
Vakarinė,Irena ČEILITKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67551/Kandidato67551Anketa.html,680,680,9,9
Vakarinė,Rolandas RUTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68701/Kandidato68701Anketa.html,587,587,10,10
Vakarinė,Arūnė STIRBLYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69750/Kandidato69750Anketa.html,306,306,11,11
Vakarinė,Nerijus BUDREIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68854/Kandidato68854Anketa.html,242,242,12,12
Vakarinė,Vaidotas VAITKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68176/Kandidato68176Anketa.html,223,223,13,13
Vakarinė,Tomas SALIAMONAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67673/Kandidato67673Anketa.html,105,105,14,14
Vakarinė,Tomas GRIGALAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70019/Kandidato70019Anketa.html,86,86,15,15
Aukštaitijos,Rimantas TROTA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67944/Kandidato67944Anketa.html,3529,3529,1,1
Aukštaitijos,Domas PETRULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66884/Kandidato66884Anketa.html,3447,3447,2,2
Aukštaitijos,Petras LUOMANAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67330/Kandidato67330Anketa.html,2639,2639,3,3
Aukštaitijos,Dalius DIRSĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67103/Kandidato67103Anketa.html,1552,1552,4,4
Aukštaitijos,Remigijus VILYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68697/Kandidato68697Anketa.html,1547,1547,5,5
Aukštaitijos,Rita JUSIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66714/Kandidato66714Anketa.html,1399,1399,6,6
Aukštaitijos,Algimantas BIRBILAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68303/Kandidato68303Anketa.html,1142,1142,7,7
Aukštaitijos,Dalia GRIGALIŪNIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66525/Kandidato66525Anketa.html,815,815,8,8
Aukštaitijos,Mantas LELIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67553/Kandidato67553Anketa.html,593,593,9,9
Aukštaitijos,Gediminas KAZLAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69730/Kandidato69730Anketa.html,374,374,10,10
Aukštaitijos,Tadas LABUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68224/Kandidato68224Anketa.html,263,263,11,11
Aukštaitijos,Jolita BAGOČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70020/Kandidato70020Anketa.html,223,223,12,12
Aukštaitijos,Laura MACKEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68873/Kandidato68873Anketa.html,214,214,13,13
Aukštaitijos,Eligija NORKIENĖ-PAPLAUSKĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67666/Kandidato67666Anketa.html,93,93,14,14
Marijampolės,Albinas MITRULEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66850/Kandidato66850Anketa.html,4482,4482,1,1
Marijampolės,Arvydas VIDŽIŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67302/Kandidato67302Anketa.html,2966,2966,2,2
Marijampolės,Gediminas AKELAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68364/Kandidato68364Anketa.html,2069,2069,3,3
Marijampolės,Arūnas LUKOŠEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67963/Kandidato67963Anketa.html,1890,1890,4,4
Marijampolės,Rolandas JONIKAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66475/Kandidato66475Anketa.html,1282,1282,5,5
Marijampolės,Alvydas KIRKLIAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68848/Kandidato68848Anketa.html,1135,1135,6,6
Marijampolės,Jonas RAMONAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66681/Kandidato66681Anketa.html,1113,1113,7,7
Marijampolės,Kęstutis MAŽEIKA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68682/Kandidato68682Anketa.html,704,704,8,8
Marijampolės,Gintautas STANKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67099/Kandidato67099Anketa.html,534,534,9,9
Marijampolės,Gintarė VALSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68341/Kandidato68341Anketa.html,229,229,10,10
Marijampolės,Tomas KARUŽAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69757/Kandidato69757Anketa.html,185,185,11,11
Marijampolės,Aistė BAUTRĖNAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69943/Kandidato69943Anketa.html,115,115,12,12
Marijampolės,Daiva VAIDELIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67696/Kandidato67696Anketa.html,57,57,13,13
Marijampolės,Gintaras ŽANDARAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68178/Kandidato68178Anketa.html,54,54,14,14
Alytaus,Kęstutis DAUKŠYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67889/Kandidato67889Anketa.html,5322,5322,1,1
Alytaus,Julius SABATAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66824/Kandidato66824Anketa.html,4494,4494,2,2
Alytaus,Auksutė RAMANAUSKAITĖ-SKOKAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67310/Kandidato67310Anketa.html,2042,2042,3,3
Alytaus,Linas PETRONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66688/Kandidato66688Anketa.html,1473,1473,4,4
Alytaus,Nijolė MAKŠTUTIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69752/Kandidato69752Anketa.html,1262,1262,5,5
Alytaus,Gintaras ŠURKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66593/Kandidato66593Anketa.html,1238,1238,6,6
Alytaus,Arvydas ŠVIRMICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67112/Kandidato67112Anketa.html,807,807,7,7
Alytaus,Juozas SKESTENIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67550/Kandidato67550Anketa.html,795,795,8,8
Alytaus,Jonas KUKLYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68191/Kandidato68191Anketa.html,296,296,9,9
Alytaus,Stasė KASPARAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68852/Kandidato68852Anketa.html,223,223,10,10
Alytaus,Albinas KRUŠINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67453/Kandidato67453Anketa.html,198,198,11,11
